,country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
18,133,Afghanistan,2025,550.8608,180.0,206.03377777777777,high
13,223,India,2025,926.9484,381.0,143.29354330708662,high
17,60,Iraq,2025,671.0153,314.0,113.69914012738856,high
22,28,Colombia,2025,230.8241,152.0,51.857960526315786,high
23,162,Mozambique,2025,211.5371,157.0,34.73700636942676,high
20,145,Philippines,2025,306.8206,232.0,32.25025862068966,high
19,69,Cameroon,2025,415.0584,315.0,31.76457142857143,high
16,124,Yemen,2025,752.8939,583.0,29.141320754716986,high
24,237,Kenya,2025,136.2732,111.0,22.76864864864865,high
15,65,Russia,2025,835.8305,913.0,-8.452300109529022,high
21,70,Central African Republic,2025,249.2809,303.0,-17.729075907590758,high
14,94,Lebanon,2025,857.6817,1602.0,-46.46181647940075,high
