country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
222,Egypt,2025,6.8239,1.0,582.39,no-conflict
244,Mauritania,2025,5.0928,1.0,409.28000000000003,no-conflict
213,Libya,2025,8.0383,2.0,301.91499999999996,no-conflict
62,Jordan,2025,11.3971,3.0,279.90333333333336,no-conflict
199,China,2025,2.6469,1.0,164.69,no-conflict
198,Taiwan,2025,5.0171,2.0,150.85500000000002,no-conflict
67,Algeria,2025,6.6077,3.0,120.25666666666667,no-conflict
41,Cote d'Ivoire,2025,1.931,1.0,93.10000000000001,no-conflict
131,Saudi Arabia,2025,7.661,5.0,53.21999999999999,no-conflict
164,Swaziland,2025,2.9187,2.0,45.934999999999995,no-conflict
119,Oman,2025,11.3453,9.0,26.058888888888887,no-conflict
159,Comoros,2025,1.2414,1.0,24.140000000000008,no-conflict
55,Djibouti,2025,2.4154,2.0,20.77,no-conflict
163,South Africa,2025,6.6747,6.0,11.244999999999994,no-conflict
96,Turkey,2025,23.0209,21.0,9.623333333333338,no-conflict
81,Togo,2025,21.7936,21.0,3.7790476190476254,no-conflict
10,Chile,2025,3.0415,3.0,1.3833333333333364,no-conflict
73,Tunisia,2025,3.4602,4.0,-13.495000000000001,no-conflict
235,Uganda,2025,11.7968,16.0,-26.270000000000003,no-conflict
234,United States,2025,3.2091,5.0,-35.818000000000005,no-conflict
125,Armenia,2025,4.3997,7.0,-37.14714285714285,no-conflict
11,Ecuador,2025,5.2051,9.0,-42.16555555555556,no-conflict
165,Angola,2025,9.3721,21.0,-55.37095238095239,no-conflict
243,Morocco,2025,3.5621,9.0,-60.42111111111112,no-conflict
126,Azerbaijan,2025,10.1114,0.0,,no-conflict
172,Madagascar,2025,9.4217,0.0,,no-conflict
13,Peru,2025,6.3791,0.0,,no-conflict
4,Venezuela,2025,5.6773,0.0,,no-conflict
157,Zambia,2025,3.9197,0.0,,no-conflict
16,Guatemala,2025,2.6849,0.0,,no-conflict
242,Tanzania,2025,2.4415,0.0,,no-conflict
137,Tajikistan,2025,2.2795,0.0,,no-conflict
179,Papua New Guinea,2025,1.9713,0.0,,no-conflict
101,Poland,2025,1.8907,0.0,,no-conflict
48,Guinea,2025,1.7812999999999999,0.0,,no-conflict
134,Kyrgyzstan,2025,1.672,0.0,,no-conflict
56,Eritrea,2025,1.6442,0.0,,no-conflict
156,Rwanda,2025,1.5892,0.0,,no-conflict
158,Zimbabwe,2025,1.4581,0.0,,no-conflict
166,Congo,2025,1.4443,0.0,,no-conflict
32,Honduras,2025,1.3102,0.0,,no-conflict
132,United Arab Emirates,2025,1.2846,0.0,,no-conflict
42,Ghana,2025,1.2759,0.0,,no-conflict
143,North Korea,2025,1.1164,0.0,,no-conflict
177,Australia,2025,1.0695999999999999,0.0,,no-conflict
52,Senegal,2025,0.9177,0.0,,no-conflict
8,Bolivia,2025,0.9011,0.0,,no-conflict
100,Hungary,2025,0.847,0.0,,no-conflict
27,Belize,2025,0.8057000000000001,0.0,,no-conflict
123,Uzbekistan,2025,0.7936,0.0,,no-conflict
161,Malawi,2025,0.7836000000000001,0.0,,no-conflict
129,Kuwait,2025,0.7355,0.0,,no-conflict
205,Malaysia,2025,0.7223999999999999,0.0,,no-conflict
122,Turkmenistan,2025,0.6826,0.0,,no-conflict
148,Laos,2025,0.6770999999999999,0.0,,no-conflict
89,Bulgaria,2025,0.6696,0.0,,no-conflict
31,El Salvador,2025,0.6641,0.0,,no-conflict
146,South Korea,2025,0.6306,0.0,,no-conflict
92,Georgia,2025,0.6033,0.0,,no-conflict
110,Belarus,2025,0.5787,0.0,,no-conflict
116,Romania,2025,0.5606,0.0,,no-conflict
7,Argentina,2025,0.5546,0.0,,no-conflict
169,Gabon,2025,0.5539000000000001,0.0,,no-conflict
3,Trinidad and Tobago,2025,0.5244,0.0,,no-conflict
53,Sierra Leone,2025,0.5169,0.0,,no-conflict
23,Dominican Republic,2025,0.5105999999999999,0.0,,no-conflict
58,Mongolia,2025,0.4775,0.0,,no-conflict
232,Kosovo,2025,0.4538,0.0,,no-conflict
76,Equatorial Guinea,2025,0.4472,0.0,,no-conflict
139,Bhutan,2025,0.4298,0.0,,no-conflict
130,Qatar,2025,0.4281,0.0,,no-conflict
135,Nepal,2025,0.417,0.0,,no-conflict
66,Sweden,2025,0.4154,0.0,,no-conflict
112,Finland,2025,0.4006,0.0,,no-conflict
1,Guyana,2025,0.3982,0.0,,no-conflict
64,Norway,2025,0.3964,0.0,,no-conflict
25,Jamaica,2025,0.3845,0.0,,no-conflict
63,Kazakhstan,2025,0.3661,0.0,,no-conflict
2,Suriname,2025,0.36169999999999997,0.0,,no-conflict
33,Nicaragua,2025,0.3601,0.0,,no-conflict
93,Greece,2025,0.3559,0.0,,no-conflict
105,France,2025,0.355,0.0,,no-conflict
147,Cambodia,2025,0.3415,0.0,,no-conflict
12,Paraguay,2025,0.3376,0.0,,no-conflict
97,Austria,2025,0.32889999999999997,0.0,,no-conflict
151,Vietnam,2025,0.32630000000000003,0.0,,no-conflict
80,Sao Tome and Principe,2025,0.3245,0.0,,no-conflict
154,Botswana,2025,0.3208,0.0,,no-conflict
38,Ireland,2025,0.3167,0.0,,no-conflict
49,Guinea-Bissau,2025,0.3161,0.0,,no-conflict
14,Uruguay,2025,0.31579999999999997,0.0,,no-conflict
121,Sri Lanka,2025,0.3063,0.0,,no-conflict
102,Slovakia,2025,0.3031,0.0,,no-conflict
83,Bosnia and Herzegovina,2025,0.3,0.0,,no-conflict
170,Namibia,2025,0.2988,0.0,,no-conflict
30,Cuba,2025,0.2922,0.0,,no-conflict
115,Moldova,2025,0.2907,0.0,,no-conflict
