,country_id,country,year,main_mean,actuals_last_12months
0,96,Turkey,2025,23.0209,21.0
1,81,Togo,2025,21.7936,21.0
2,235,Uganda,2025,11.7968,16.0
3,62,Jordan,2025,11.3971,3.0
4,119,Oman,2025,11.3453,9.0
5,126,Azerbaijan,2025,10.1114,0.0
6,172,Madagascar,2025,9.4217,0.0
7,165,Angola,2025,9.3721,21.0
8,213,Libya,2025,8.0383,2.0
9,131,Saudi Arabia,2025,7.661,5.0
10,222,Egypt,2025,6.8239,1.0
11,163,South Africa,2025,6.6747,6.0
12,67,Algeria,2025,6.6077,3.0
13,13,Peru,2025,6.3791,0.0
14,4,Venezuela,2025,5.6773,0.0
15,11,Ecuador,2025,5.2051,9.0
16,244,Mauritania,2025,5.0928,1.0
17,198,Taiwan,2025,5.0171,2.0
18,125,Armenia,2025,4.3997,7.0
19,157,Zambia,2025,3.9197,0.0
20,243,Morocco,2025,3.5621,9.0
21,73,Tunisia,2025,3.4602,4.0
22,234,United States,2025,3.2091,5.0
23,10,Chile,2025,3.0415,3.0
24,164,Swaziland,2025,2.9187,2.0
25,16,Guatemala,2025,2.6849,0.0
26,199,China,2025,2.6469,1.0
27,242,Tanzania,2025,2.4415,0.0
28,55,Djibouti,2025,2.4154,2.0
29,137,Tajikistan,2025,2.2795,0.0
30,179,Papua New Guinea,2025,1.9713,0.0
31,41,Cote d'Ivoire,2025,1.931,1.0
32,101,Poland,2025,1.8907,0.0
33,48,Guinea,2025,1.7812999999999999,0.0
34,134,Kyrgyzstan,2025,1.672,0.0
35,56,Eritrea,2025,1.6442,0.0
36,156,Rwanda,2025,1.5892,0.0
37,158,Zimbabwe,2025,1.4581,0.0
38,166,Congo,2025,1.4443,0.0
39,32,Honduras,2025,1.3102,0.0
40,132,United Arab Emirates,2025,1.2846,0.0
41,42,Ghana,2025,1.2759,0.0
42,159,Comoros,2025,1.2414,1.0
43,143,North Korea,2025,1.1164,0.0
44,177,Australia,2025,1.0695999999999999,0.0
45,52,Senegal,2025,0.9177,0.0
46,8,Bolivia,2025,0.9011,0.0
47,100,Hungary,2025,0.847,0.0
48,27,Belize,2025,0.8057000000000001,0.0
49,123,Uzbekistan,2025,0.7936,0.0
50,161,Malawi,2025,0.7836000000000001,0.0
51,129,Kuwait,2025,0.7355,0.0
52,205,Malaysia,2025,0.7223999999999999,0.0
53,122,Turkmenistan,2025,0.6826,0.0
54,148,Laos,2025,0.6770999999999999,0.0
55,89,Bulgaria,2025,0.6696,0.0
56,31,El Salvador,2025,0.6641,0.0
57,146,South Korea,2025,0.6306,0.0
58,92,Georgia,2025,0.6033,0.0
59,110,Belarus,2025,0.5787,0.0
60,116,Romania,2025,0.5606,0.0
61,7,Argentina,2025,0.5546,0.0
62,169,Gabon,2025,0.5539000000000001,0.0
63,3,Trinidad and Tobago,2025,0.5244,0.0
64,53,Sierra Leone,2025,0.5169,0.0
65,23,Dominican Republic,2025,0.5105999999999999,0.0
66,58,Mongolia,2025,0.4775,0.0
67,232,Kosovo,2025,0.4538,0.0
68,76,Equatorial Guinea,2025,0.4472,0.0
69,139,Bhutan,2025,0.4298,0.0
70,130,Qatar,2025,0.4281,0.0
71,135,Nepal,2025,0.417,0.0
72,66,Sweden,2025,0.4154,0.0
73,112,Finland,2025,0.4006,0.0
74,1,Guyana,2025,0.3982,0.0
75,64,Norway,2025,0.3964,0.0
76,25,Jamaica,2025,0.3845,0.0
77,63,Kazakhstan,2025,0.3661,0.0
78,2,Suriname,2025,0.36169999999999997,0.0
79,33,Nicaragua,2025,0.3601,0.0
80,93,Greece,2025,0.3559,0.0
81,105,France,2025,0.355,0.0
82,147,Cambodia,2025,0.3415,0.0
83,12,Paraguay,2025,0.3376,0.0
84,97,Austria,2025,0.32889999999999997,0.0
85,151,Vietnam,2025,0.32630000000000003,0.0
86,80,Sao Tome and Principe,2025,0.3245,0.0
87,154,Botswana,2025,0.3208,0.0
88,38,Ireland,2025,0.3167,0.0
89,49,Guinea-Bissau,2025,0.3161,0.0
90,14,Uruguay,2025,0.31579999999999997,0.0
91,121,Sri Lanka,2025,0.3063,0.0
92,102,Slovakia,2025,0.3031,0.0
93,83,Bosnia and Herzegovina,2025,0.3,0.0
94,170,Namibia,2025,0.2988,0.0
95,30,Cuba,2025,0.2922,0.0
96,115,Moldova,2025,0.2907,0.0
97,34,Panama,2025,0.2828,0.0
98,173,Mauritius,2025,0.279,0.0
99,29,Costa Rica,2025,0.2767,0.0
100,233,Serbia,2025,0.2751,0.0
101,184,Germany,2025,0.2726,0.0
102,103,Slovenia,2025,0.27090000000000003,0.0
103,127,Bahrain,2025,0.2615,0.0
104,160,Lesotho,2025,0.261,0.0
105,99,Denmark,2025,0.2289,0.0
106,19,Dominica,2025,0.2272,0.0
107,142,Japan,2025,0.226,0.0
108,85,Italy,2025,0.2163,0.0
109,104,Belgium,2025,0.2048,0.0
110,182,Vanuatu,2025,0.2032,0.0
111,54,The Gambia,2025,0.2031,0.0
112,43,Liberia,2025,0.1933,0.0
113,183,Canada,2025,0.1929,0.0
114,46,Spain,2025,0.1915,0.0
115,36,St. Kitts and Nevis,2025,0.19,0.0
116,35,Antigua and Barbuda,2025,0.1893,0.0
117,84,Croatia,2025,0.1851,0.0
118,82,Albania,2025,0.1827,0.0
119,77,Kiribati,2025,0.18209999999999998,0.0
120,168,Fiji,2025,0.18130000000000002,0.0
121,45,Portugal,2025,0.18,0.0
122,206,Singapore,2025,0.17930000000000001,0.0
123,181,Tuvalu,2025,0.1781,0.0
124,140,Brunei,2025,0.17759999999999998,0.0
125,178,Nauru,2025,0.1775,0.0
126,39,United Kingdom,2025,0.1768,0.0
127,20,Grenada,2025,0.1749,0.0
128,26,Bahamas,2025,0.1748,0.0
