,country_id,country,year,main_mean,actuals_last_12months
0,117,Ukraine,2025,12381.5342,54536.0
1,218,Israel,2025,11420.1981,37170.0
2,220,Syria,2025,10920.1474,2035.0
3,79,Nigeria,2025,5770.2880000000005,3414.0
4,120,Somalia,2025,5355.6657000000005,1865.0
5,245,Sudan,2025,4217.28,3801.0
6,136,Pakistan,2025,4207.936,1358.0
7,57,Ethiopia,2025,3365.9590000000003,2612.0
8,149,Myanmar,2025,2970.6374,2581.0
9,47,Burkina Faso,2025,2680.7847,2863.0
10,50,Mali,2025,2053.2342,1094.0
11,167,"Congo, DRC",2025,1264.0158000000001,783.0
12,78,Niger,2025,1120.4646,868.0
13,223,India,2025,926.9484,381.0
14,94,Lebanon,2025,857.6817,1602.0
15,65,Russia,2025,835.8305,913.0
16,124,Yemen,2025,752.8939,583.0
17,60,Iraq,2025,671.0153,314.0
18,133,Afghanistan,2025,550.8608,180.0
19,69,Cameroon,2025,415.0584,315.0
20,145,Philippines,2025,306.8206,232.0
21,70,Central African Republic,2025,249.2809,303.0
22,28,Colombia,2025,230.8241,152.0
23,162,Mozambique,2025,211.5371,157.0
24,237,Kenya,2025,136.2732,111.0
25,24,Haiti,2025,78.2901,171.0
26,138,Bangladesh,2025,62.1363,39.0
27,9,Brazil,2025,59.7261,25.0
28,17,Mexico,2025,58.0416,25.0
29,74,Benin,2025,50.7123,71.0
30,128,Iran,2025,47.073100000000004,168.0
31,214,Chad,2025,35.9288,85.0
32,209,Indonesia,2025,35.8513,63.0
33,150,Thailand,2025,34.2841,33.0
34,155,Burundi,2025,21.8549,60.0
35,246,South Sudan,2025,21.8335,26.0
