,country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
6,124,Yemen,2026,2191.838,1430.0,53.275384615384624,war
2,136,Pakistan,2026,4322.1464,3149.0,37.25456970466814,war
3,120,Somalia,2026,3498.9602,3584.0,-2.3727622767857146,war
12,50,Mali,2026,1208.5652,1290.0,-6.3127751937984495,war
4,79,Nigeria,2026,3341.44,3706.0,-9.83702104695089,war
7,57,Ethiopia,2026,1860.9812,2394.0,-22.264778613199667,war
9,149,Myanmar,2026,1415.4726,2139.0,-33.82549789621318,war
8,47,Burkina Faso,2026,1518.3431,2829.0,-46.32933545422411,war
10,220,Syria,2026,1275.2793,3432.0,-62.84151223776223,war
1,218,Israel,2026,5688.2359,16777.0,-66.09503546522023,war
11,167,"Congo, DRC",2026,1234.7349,3983.0,-68.9998769771529,war
5,245,Sudan,2026,2376.0369,8358.0,-71.57170495333813,war
0,117,Ukraine,2026,9690.6618,69676.0,-86.09182243527182,war
