,country_id,country,year,main_mean,actuals_last_12months
0,220,Syria,2025,9702.4852,2011.0
1,117,Ukraine,2025,8498.5952,52174.0
2,218,Israel,2025,7380.0011,35802.0
3,79,Nigeria,2025,6746.781,3374.0
4,120,Somalia,2025,6016.7227,2232.0
5,47,Burkina Faso,2025,5029.084,3231.0
6,136,Pakistan,2025,4726.6709,1325.0
7,57,Ethiopia,2025,4351.0372,2768.0
8,149,Myanmar,2025,3422.3752,2602.0
9,245,Sudan,2025,3276.4317,3965.0
10,50,Mali,2025,2100.2452,1322.0
11,167,"Congo, DRC",2025,1092.6345000000001,818.0
12,78,Niger,2025,976.981,820.0
13,223,India,2025,767.5427999999999,373.0
14,65,Russia,2025,727.4611,649.0
15,124,Yemen,2025,632.894,575.0
16,69,Cameroon,2025,513.9955,346.0
17,60,Iraq,2025,497.5277,314.0
18,133,Afghanistan,2025,457.7155,158.0
19,145,Philippines,2025,349.31,243.0
20,94,Lebanon,2025,292.6923,368.0
21,70,Central African Republic,2025,248.5956,299.0
22,28,Colombia,2025,173.94,145.0
23,162,Mozambique,2025,170.2817,140.0
24,24,Haiti,2025,120.2681,170.0
25,237,Kenya,2025,105.6737,116.0
26,138,Bangladesh,2025,65.4523,34.0
27,74,Benin,2025,51.0869,69.0
28,209,Indonesia,2025,46.7898,72.0
29,214,Chad,2025,44.4069,120.0
30,150,Thailand,2025,43.3555,34.0
31,128,Iran,2025,38.7131,164.0
32,246,South Sudan,2025,28.2094,26.0
33,96,Turkey,2025,26.327199999999998,26.0
34,155,Burundi,2025,23.0289,122.0
35,126,Azerbaijan,2025,11.4531,430.0
