,country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
0,220,Syria,2025,9702.4852,2011.0,382.47067130780704,war
6,136,Pakistan,2025,4726.6709,1325.0,256.72987924528303,war
4,120,Somalia,2025,6016.7227,2232.0,169.56642921146954,war
3,79,Nigeria,2025,6746.781,3374.0,99.96387077652638,war
10,50,Mali,2025,2100.2452,1322.0,58.86877458396368,war
7,57,Ethiopia,2025,4351.0372,2768.0,57.19065028901733,war
5,47,Burkina Faso,2025,5029.084,3231.0,55.65100588053233,war
11,167,"Congo, DRC",2025,1092.6345000000001,818.0,33.57389975550124,war
8,149,Myanmar,2025,3422.3752,2602.0,31.52863950807071,war
9,245,Sudan,2025,3276.4317,3965.0,-17.36616141235813,war
2,218,Israel,2025,7380.0011,35802.0,-79.38662337299593,war
1,117,Ukraine,2025,8498.5952,52174.0,-83.71105301491166,war
